Status,Age Group,Education,Industry,Location,AI Risk,Years of Experience,Monthly Salary (INR),Date Recorded
Employed,45-54,Master,,rural,low,5.0,117600.0,12/23/2024
UNEMPLOYED,,Masters,,suburban,High,,,12/24/2024
UNEMPLOYED,35 - 44,Bachelor's,Tech ,Bangalore,Low,,116700.0,12/25/2024
Employed,25_34,High School,,Mumbai,Medium,,,12/26/2024
Unemployed,,Ph.D,Health,Urban,Medium,,94700.0,12/27/2024
Employed,,Diploma,Finance,,Medium,13.0,96200.0,12/28/2024
Unemployed,18 to 24,Bachelors,,Urban,low,16.0,38800.0,12/29/2024
Employed,25-34,high school,Finance,Mumbai,High,,,12/30/2024
employed,,Master,Healthcare,Hyderabad,High,30.0,18100.0,12/31/2024
unemployed,25-34,PhD,,Mumbai,HIGH,8.0,128300.0,1/1/2025
UNEMPLOYED,45-54,PhD,,Mumbai,Medium,27.0,43200.0,1/2/2025
Unemployed,55+,Bachelors,,Mumbai,moderate,1.0,43700.0,1/3/2025
UNEMPLOYED,,high school,Health,,Low,17.0,115300.0,1/4/2025
Unemployed,25-34,Diploma,Retail,Bangalore,Low,1.0,55600.0,1/5/2025
unemployed,18-24,PhD,Tech ,urban,moderate,,105200.0,1/6/2025
Employed,55+,high school,Technology,Bangalore,HIGH,,,1/7/2025
Unemployed,55+,High School,Education,,,19.0,145700.0,1/8/2025
Employed,45-54,Bachelors,Health,suburban,Low,,24000.0,1/9/2025
UNEMPLOYED,55+,Masters,,Bangalore,Medium,17.0,,1/10/2025
EMPLOYED,18-24,Bachelors,Retail,rural,,24.0,145300.0,1/11/2025
EMPLOYED,55+,high school,Health,suburban,moderate,,30300.0,1/12/2025
Employed,18-24,Master,Healthcare,Delhi,HIGH,2.0,32900.0,1/13/2025
employed,35 - 44,high school,Finance,Hyderabad,HIGH,6.0,52900.0,1/14/2025
Employed,,Bachelors, Fintech,,Medium,,89900.0,1/15/2025
employed,35 - 44,Ph.D,Tech ,suburban,moderate,,53900.0,1/16/2025
Unemployed,55+,Bachelor's,Retail,Mumbai,,,126500.0,1/17/2025
,25-34,Bachelor's,Finance,rural,High,,,1/18/2025
unemployed,,Bachelor's,Retail,suburban,low,,67100.0,1/19/2025
Unemployed,55+,,Retail,rural,HIGH,0.0,143300.0,1/20/2025
,35 - 44,Bachelors,Retail,urban,Medium,,28000.0,1/21/2025
,55+,high school,,Urban,low,,88000.0,1/22/2025
UNEMPLOYED,18-24,PhD,Retail,,Medium,,113700.0,1/23/2025
Employed,35 - 44,high school,Technology,Mumbai,HIGH,,88500.0,1/24/2025
EMPLOYED,55+,high school,Retail,suburban,HIGH,8.0,65500.0,1/25/2025
employed,55+,,Tech ,Urban,High,22.0,41300.0,1/26/2025
UNEMPLOYED,35 - 44,Bachelor's,Technology,suburban,High,,148100.0,1/27/2025
Employed,18 to 24,High School,Technology,Urban,High,27.0,59900.0,1/28/2025
Employed,45-54,Bachelors,Tech ,Delhi,High,,84800.0,1/29/2025
,25-34,Bachelor's,Retail,Urban,,,47700.0,1/30/2025
unemployed,55+,Masters,Tech ,rural,moderate,11.0,68800.0,1/31/2025
employed,18 to 24,high school,Retail,rural,Medium,10.0,42000.0,2/1/2025
UNEMPLOYED,18-24,Bachelor's,Retail,Delhi,HIGH,,22600.0,2/2/2025
UNEMPLOYED,45-54,Ph.D,Retail,urban,HIGH,,30500.0,2/3/2025
Employed,25-34,PhD,,Mumbai,High,,,2/4/2025
Employed,18-24,Masters,Finance,Urban,,30.0,29800.0,2/5/2025
unemployed,55+,High School,Retail,Mumbai,Medium,,7300.0,2/6/2025
Employed,,,,Delhi,Low,1.0,131600.0,2/7/2025
EMPLOYED,18 to 24,Ph.D,Tech ,Hyderabad,low,29.0,44500.0,2/8/2025
EMPLOYED,18 to 24,,Tech ,Mumbai,High,14.0,43200.0,2/9/2025
Employed,25-34,, Fintech,suburban,HIGH,,,2/10/2025
Unemployed,35 - 44,Master,Retail,Delhi,High,,,2/11/2025
Unemployed,,Bachelors,Education,Hyderabad,,,,2/12/2025
Employed,25_34,Bachelors,Finance,urban,low,30.0,104100.0,2/13/2025
Unemployed,18-24,Bachelor's, Fintech,Delhi,HIGH,,18100.0,2/14/2025
unemployed,55+,Bachelor's,,urban,moderate,,28200.0,2/15/2025
employed,55+,Bachelor's,Healthcare,Hyderabad,Low,18.0,143100.0,2/16/2025
Unemployed,25_34,Bachelors,Healthcare,Delhi,Low,25.0,,2/17/2025
Unemployed,25_34,Bachelor's,Finance,Urban,moderate,,30000.0,2/18/2025
Employed,45-54,Bachelors,Finance,,Low,,114700.0,2/19/2025
Employed,,PhD,Tech ,Mumbai,,20.0,78000.0,2/20/2025
UNEMPLOYED,55+,High School,,Hyderabad,moderate,12.0,97400.0,2/21/2025
Unemployed,25_34,Ph.D,Healthcare,,low,,90000.0,2/22/2025
EMPLOYED,,Bachelors, Fintech,Delhi,HIGH,18.0,71400.0,2/23/2025
,45-54,high school,Retail,Hyderabad,Medium,,59600.0,2/24/2025
Unemployed,25_34,Bachelors,Healthcare,Mumbai,,,137900.0,2/25/2025
employed,25_34,Diploma,Finance,Hyderabad,High,,85600.0,2/26/2025
employed,,,Tech ,Bangalore,low,11.0,38800.0,2/27/2025
employed,18-24,Bachelors,Health,Delhi,low,,84400.0,2/28/2025
EMPLOYED,18 to 24,high school,Finance,,Low,,,3/1/2025
EMPLOYED,35 - 44,Bachelor's, Fintech,,moderate,,38600.0,3/2/2025
unemployed,18-24,Ph.D, Fintech,Mumbai,Medium,11.0,105500.0,3/3/2025
,25-34,Diploma,Healthcare,Mumbai,moderate,,61600.0,3/4/2025
Unemployed,55+,Diploma,Tech ,Bangalore,moderate,23.0,77300.0,3/5/2025
employed,25-34,Ph.D, Fintech,urban,moderate,,144200.0,3/6/2025
,55+,Diploma,Retail,rural,HIGH,,39800.0,3/7/2025
EMPLOYED,18-24,Masters,Health,Bangalore,moderate,,33200.0,3/8/2025
Employed,25-34,High School,Healthcare,Delhi,Medium,,110300.0,3/9/2025
,25_34,,Finance,Mumbai,HIGH,28.0,,3/10/2025
,35 - 44,Bachelor's,Healthcare,Delhi,,20.0,138500.0,3/11/2025
unemployed,18 to 24,Masters,Healthcare,Urban,Low,,109000.0,3/12/2025
EMPLOYED,45-54,Diploma,Retail,Hyderabad,Low,,9900.0,3/13/2025
Employed,45-54,Ph.D,Retail,Mumbai,Low,,,3/14/2025
UNEMPLOYED,55+,Bachelors,Health,suburban,,0.0,75800.0,3/15/2025
employed,35 - 44,Bachelors,Technology,Hyderabad,High,14.0,47300.0,3/16/2025
,55+,High School,Technology,Urban,High,29.0,,3/17/2025
employed,45-54,, Fintech,Delhi,,16.0,142700.0,3/18/2025
,18-24,Bachelor's,Health,suburban,,,35800.0,3/19/2025
EMPLOYED,35 - 44,High School,Retail,Delhi,low,,32300.0,3/20/2025
,25-34,High School,Technology,suburban,HIGH,,51000.0,3/21/2025
EMPLOYED,18-24,Bachelor's,Technology,urban,HIGH,28.0,128000.0,3/22/2025
EMPLOYED,25-34,High School,Finance,Urban,High,20.0,144700.0,3/23/2025
EMPLOYED,18-24,,Technology,Delhi,moderate,,89800.0,3/24/2025
unemployed,,Master, Fintech,urban,High,29.0,106200.0,3/25/2025
Employed,45-54,Master,Health,Hyderabad,moderate,,106200.0,3/26/2025
Unemployed,,,Technology,Mumbai,,,66900.0,3/27/2025
,18 to 24,high school,Education,,,22.0,81800.0,3/28/2025
employed,,PhD,Healthcare,Hyderabad,moderate,,7500.0,3/29/2025
UNEMPLOYED,25_34,Masters,Retail,Delhi,HIGH,11.0,86800.0,3/30/2025
Unemployed,18 to 24,high school,Healthcare,urban,Low,,80800.0,3/31/2025
,25_34,Masters,Technology,Mumbai,High,,144800.0,4/1/2025
unemployed,18 to 24,Bachelors,Education,Bangalore,,,45200.0,4/2/2025
employed,45-54,high school,Education,Delhi,,5.0,97600.0,4/3/2025
EMPLOYED,55+,Masters,,Urban,low,,29600.0,4/4/2025
,55+,,,Hyderabad,Low,20.0,88600.0,4/5/2025
Employed,45-54,High School, Fintech,urban,High,24.0,37100.0,4/6/2025
,25-34,Bachelor's,Healthcare,rural,Low,,41800.0,4/7/2025
unemployed,18-24,High School, Fintech,Urban,,,,4/8/2025
Unemployed,45-54,Bachelor's,Healthcare,Bangalore,Low,,,4/9/2025
Employed,,Master,Education,Delhi,,,38100.0,4/10/2025
EMPLOYED,25_34,Bachelors, Fintech,rural,HIGH,,,4/11/2025
UNEMPLOYED,25-34,High School,Tech ,Delhi,HIGH,29.0,92200.0,4/12/2025
EMPLOYED,55+,Masters,Education,Delhi,Medium,14.0,117100.0,4/13/2025
,25_34,High School,Health,suburban,High,,,4/14/2025
,18-24,PhD,Education,Urban,High,,78600.0,4/15/2025
employed,18-24,PhD,,Delhi,moderate,5.0,111000.0,4/16/2025
UNEMPLOYED,18-24,Masters,Tech ,,moderate,,82600.0,4/17/2025
EMPLOYED,35 - 44,High School,Retail,suburban,moderate,,139600.0,4/18/2025
Employed,25_34,,Education,Mumbai,Low,16.0,87900.0,4/19/2025
EMPLOYED,45-54,,Education,Urban,,,24200.0,4/20/2025
,55+,Ph.D,Education,urban,moderate,,56100.0,4/21/2025
,18 to 24,high school,Healthcare,Hyderabad,Medium,18.0,,4/22/2025
UNEMPLOYED,18 to 24,Bachelors,Finance,Hyderabad,Low,24.0,114400.0,4/23/2025
UNEMPLOYED,55+,Ph.D,Tech ,Delhi,High,25.0,139500.0,4/24/2025
Employed,,Master, Fintech,Urban,Medium,21.0,102200.0,4/25/2025
UNEMPLOYED,18 to 24,,Tech ,Mumbai,Medium,,64500.0,4/26/2025
unemployed,55+,,Technology,Urban,low,,33300.0,4/27/2025
Employed,55+,high school,Health,,,7.0,77700.0,4/28/2025
unemployed,18 to 24,PhD,Finance,Bangalore,,10.0,22200.0,4/29/2025
,25-34,Master,Retail,,Low,5.0,,4/30/2025
UNEMPLOYED,25-34,Master, Fintech,suburban,low,,,5/1/2025
EMPLOYED,18 to 24,,Retail,rural,moderate,,,5/2/2025
,18 to 24,Diploma,Retail,,Low,,103800.0,5/3/2025
,55+,Bachelors,Finance,,High,,34800.0,5/4/2025
unemployed,35 - 44,Masters,Education,,HIGH,,,5/5/2025
Employed,18-24,, Fintech,Hyderabad,moderate,14.0,11900.0,5/6/2025
UNEMPLOYED,18-24,Masters,Finance,rural,moderate,,94800.0,5/7/2025
unemployed,25-34,high school,Retail,suburban,moderate,20.0,113500.0,5/8/2025
EMPLOYED,25-34,Bachelor's,Health,suburban,low,,43900.0,5/9/2025
Unemployed,18-24,Bachelors,Technology,Mumbai,low,6.0,25900.0,5/10/2025
UNEMPLOYED,25-34,Bachelor's,Healthcare,,,28.0,110600.0,5/11/2025
Unemployed,18 to 24,Masters,Finance,suburban,Low,19.0,121400.0,5/12/2025
Unemployed,25_34,PhD,Education,Mumbai,low,20.0,145700.0,5/13/2025
employed,,PhD,Education,Urban,Medium,,,5/14/2025
unemployed,18 to 24,Masters, Fintech,Urban,Low,1.0,105700.0,5/15/2025
Unemployed,25-34,Ph.D,Education,,low,8.0,42200.0,5/16/2025
,,Ph.D,Education,Delhi,moderate,,88300.0,5/17/2025
UNEMPLOYED,25_34,Diploma,Health,Bangalore,moderate,7.0,68600.0,5/18/2025
employed,25_34,High School,Retail,suburban,,15.0,53800.0,5/19/2025
Employed,55+,Diploma,Healthcare,Delhi,High,,102000.0,5/20/2025
Unemployed,55+,,Healthcare,Hyderabad,low,29.0,37800.0,5/21/2025
,35 - 44,high school,Finance,rural,low,,,5/22/2025
EMPLOYED,18-24,Bachelors, Fintech,suburban,High,22.0,120200.0,5/23/2025
EMPLOYED,45-54,Bachelors, Fintech,Delhi,Low,,28600.0,5/24/2025
unemployed,35 - 44,high school, Fintech,Mumbai,Low,,105900.0,5/25/2025
Unemployed,,Ph.D, Fintech,Delhi,low,5.0,91400.0,5/26/2025
EMPLOYED,55+,Bachelor's,Education,,,3.0,80800.0,5/27/2025
,55+,Bachelor's,Healthcare,Delhi,Low,,43200.0,5/28/2025
employed,35 - 44,Bachelors,Retail,suburban,low,4.0,77600.0,5/29/2025
employed,25_34,High School, Fintech,Bangalore,High,,94100.0,5/30/2025
employed,25_34,High School,Health,Delhi,HIGH,,6400.0,5/31/2025
unemployed,25-34,Bachelor's,,urban,HIGH,,46400.0,6/1/2025
UNEMPLOYED,25-34,Ph.D,Technology,rural,low,4.0,145700.0,6/2/2025
Unemployed,45-54,,Healthcare,Delhi,Low,,56000.0,6/3/2025
Employed,45-54,high school,,Mumbai,Medium,,73500.0,6/4/2025
Unemployed,35 - 44,Master,Finance,Urban,low,26.0,108400.0,6/5/2025
EMPLOYED,25-34,,,Urban,moderate,7.0,79300.0,6/6/2025
Unemployed,45-54,Bachelor's,,,Medium,,35900.0,6/7/2025
employed,18 to 24,,Healthcare,rural,,,,6/8/2025
EMPLOYED,,Bachelor's,Health,urban,Medium,,69700.0,6/9/2025
Unemployed,18 to 24,high school,Finance,suburban,low,10.0,24700.0,6/10/2025
UNEMPLOYED,,Ph.D,Tech ,rural,High,,9700.0,6/11/2025
employed,35 - 44,,Health,Bangalore,,,,6/12/2025
EMPLOYED,35 - 44,High School,Retail,Hyderabad,HIGH,,,6/13/2025
UNEMPLOYED,55+,Masters,Retail,Bangalore,High,,117800.0,6/14/2025
,45-54,Master,Technology,Urban,moderate,,145700.0,6/15/2025
unemployed,55+,Masters,Healthcare,suburban,low,20.0,25000.0,6/16/2025
UNEMPLOYED,45-54,Masters, Fintech,Bangalore,moderate,8.0,43400.0,6/17/2025
Unemployed,25_34,Diploma,Retail,Mumbai,Low,,121600.0,6/18/2025
Employed,25_34,Diploma,Healthcare,,Medium,,82400.0,6/19/2025
EMPLOYED,25-34,, Fintech,urban,low,,16200.0,6/20/2025
Employed,45-54,,Finance,suburban,,26.0,,6/21/2025
UNEMPLOYED,18 to 24,,Finance,suburban,,19.0,71300.0,6/22/2025
UNEMPLOYED,55+,Masters,Retail,suburban,Low,,87600.0,6/23/2025
employed,,PhD, Fintech,Bangalore,low,,122900.0,6/24/2025
unemployed,45-54,PhD,Healthcare,,HIGH,,102100.0,6/25/2025
,45-54,Bachelor's, Fintech,Bangalore,Medium,13.0,,6/26/2025
EMPLOYED,25_34,Ph.D,Finance,rural,moderate,,,6/27/2025
EMPLOYED,55+,High School,,Urban,,,107900.0,6/28/2025
UNEMPLOYED,25-34,Masters,Retail,,,,25100.0,6/29/2025
EMPLOYED,25-34,,Health,Bangalore,moderate,,,6/30/2025
Unemployed,18 to 24,Masters, Fintech,Hyderabad,low,,43700.0,7/1/2025
,25_34,Diploma,Tech ,Urban,low,,70600.0,7/2/2025
,35 - 44,Diploma,Health,urban,Medium,,137900.0,7/3/2025
employed,25-34,Diploma,Finance,Bangalore,High,21.0,39700.0,7/4/2025
unemployed,55+,Diploma,Healthcare,Hyderabad,low,,22900.0,7/5/2025
EMPLOYED,18-24,Masters,Finance,rural,High,,6400.0,7/6/2025
Employed,35 - 44,Ph.D,Retail,suburban,High,,60700.0,7/7/2025
Employed,45-54,Masters,Finance,urban,,,,7/8/2025
,55+,Bachelors,Education,,HIGH,,,7/9/2025
EMPLOYED,45-54,Ph.D,Health,Delhi,Medium,10.0,146200.0,7/10/2025
UNEMPLOYED,18 to 24,Bachelor's,Retail,Mumbai,High,9.0,,7/11/2025
EMPLOYED,25-34,high school,Retail,Urban,Medium,21.0,28100.0,7/12/2025
UNEMPLOYED,55+,, Fintech,Hyderabad,moderate,,142800.0,7/13/2025
employed,25-34,Bachelor's,Retail,,Medium,,107400.0,7/14/2025
Employed,45-54,Bachelor's, Fintech,Delhi,,9.0,52600.0,7/15/2025
Employed,45-54,Bachelors, Fintech,Mumbai,moderate,12.0,32900.0,7/16/2025
Employed,55+,Masters,,Hyderabad,Low,,,7/17/2025
Unemployed,25-34,high school,Technology,Mumbai,Low,,,7/18/2025
Unemployed,35 - 44,Bachelor's,Education,urban,moderate,20.0,78600.0,7/19/2025
unemployed,55+,,Retail,Delhi,High,27.0,47600.0,7/20/2025
employed,35 - 44,PhD,Technology,suburban,,,56200.0,7/21/2025
Employed,35 - 44,Bachelors,Retail,suburban,HIGH,,56700.0,7/22/2025
unemployed,25_34,PhD,Retail,rural,Low,,18300.0,7/23/2025
Unemployed,35 - 44,Bachelors,Retail,,HIGH,,124400.0,7/24/2025
,35 - 44,PhD,Finance,Urban,,2.0,41900.0,7/25/2025
Unemployed,,PhD,Healthcare,Delhi,HIGH,7.0,26100.0,7/26/2025
UNEMPLOYED,35 - 44,Ph.D,Retail,Bangalore,Medium,,41800.0,7/27/2025
EMPLOYED,35 - 44,Diploma,,rural,High,,141200.0,7/28/2025
Employed,25-34,High School,,Delhi,Low,,132100.0,7/29/2025
EMPLOYED,45-54,PhD, Fintech,Hyderabad,Low,26.0,110600.0,7/30/2025
UNEMPLOYED,18 to 24,Bachelor's,Retail,Bangalore,,,94400.0,7/31/2025
unemployed,,,Health,urban,Medium,30.0,81600.0,8/1/2025
Employed,18 to 24,,Finance,Mumbai,HIGH,8.0,115800.0,8/2/2025
employed,25_34,Bachelors,Healthcare,Delhi,moderate,,125000.0,8/3/2025
Employed,55+,Masters,Healthcare,Hyderabad,low,,145400.0,8/4/2025
employed,18 to 24,High School,Health,Bangalore,Low,5.0,108300.0,8/5/2025
unemployed,25_34,High School,Tech ,Mumbai,low,30.0,64500.0,8/6/2025
Unemployed,18-24,PhD,Retail,urban,Low,17.0,71300.0,8/7/2025
UNEMPLOYED,55+,PhD,Tech ,urban,High,,69400.0,8/8/2025
EMPLOYED,35 - 44,Master, Fintech,Hyderabad,Medium,,92500.0,8/9/2025
UNEMPLOYED,18-24,high school, Fintech,suburban,,6.0,135000.0,8/10/2025
EMPLOYED,35 - 44,high school,,Urban,High,,36300.0,8/11/2025
EMPLOYED,18-24,Masters,Healthcare,Mumbai,Medium,23.0,98700.0,8/12/2025
Employed,45-54,High School, Fintech,rural,moderate,,67400.0,8/13/2025
,25-34,Ph.D,Technology,Delhi,Low,20.0,115700.0,8/14/2025
Unemployed,18-24,Diploma,Retail,Mumbai,Low,17.0,12400.0,8/15/2025
Unemployed,18-24,Bachelor's,,Mumbai,HIGH,,,8/16/2025
EMPLOYED,55+,Masters,Retail,suburban,,,,8/17/2025
,18-24,High School,Retail,urban,High,1.0,90000.0,8/18/2025
Unemployed,25-34,Masters,,suburban,Medium,21.0,60800.0,8/19/2025
UNEMPLOYED,18-24,Master, Fintech,Bangalore,,,55300.0,8/20/2025
Unemployed,25-34,,Healthcare,,moderate,6.0,18000.0,8/21/2025
unemployed,25_34,Ph.D,Healthcare,urban,High,2.0,13100.0,8/22/2025
Unemployed,25_34,Bachelor's,Healthcare,Urban,Low,,114700.0,8/23/2025
Employed,,PhD,Education,Hyderabad,Medium,,57300.0,8/24/2025
UNEMPLOYED,25_34,Masters,,rural,Low,,122000.0,8/25/2025
EMPLOYED,18 to 24,Diploma,Retail,suburban,HIGH,,7900.0,8/26/2025
,,Diploma,Healthcare,,low,0.0,,8/27/2025
unemployed,25-34,Ph.D,Health,rural,Low,20.0,118600.0,8/28/2025
Unemployed,55+,high school,Healthcare,urban,Low,9.0,,8/29/2025
UNEMPLOYED,25-34,Bachelor's,Finance,Mumbai,Low,,72200.0,8/30/2025
unemployed,25-34,Bachelors,Education,Mumbai,,26.0,35500.0,8/31/2025
Unemployed,18 to 24,Ph.D,Health,Urban,High,,129300.0,9/1/2025
Employed,55+,Diploma,Retail,Delhi,moderate,,126500.0,9/2/2025
employed,25-34,Masters,Healthcare,rural,Low,,36900.0,9/3/2025
employed,35 - 44,Bachelor's,Retail,,low,2.0,,9/4/2025
Unemployed,18 to 24,Bachelors,Healthcare,urban,,,47100.0,9/5/2025
,45-54,Masters,Tech ,Urban,Medium,,,9/6/2025
,18 to 24,Ph.D,Technology,Delhi,HIGH,2.0,10800.0,9/7/2025
Unemployed,18-24,high school,Technology,Mumbai,Medium,10.0,89900.0,9/8/2025
EMPLOYED,18-24,Bachelor's,Education,Hyderabad,HIGH,,147900.0,9/9/2025
unemployed,,Master, Fintech,suburban,moderate,19.0,,9/10/2025
Unemployed,45-54,Ph.D,Tech ,Delhi,High,9.0,32300.0,9/11/2025
employed,55+,Ph.D,Education,Urban,HIGH,,66800.0,9/12/2025
unemployed,25_34,Diploma,Retail,rural,Low,28.0,70600.0,9/13/2025
UNEMPLOYED,35 - 44,High School,Education,Delhi,,13.0,138600.0,9/14/2025
Employed,35 - 44,Ph.D,Retail,Bangalore,HIGH,,51800.0,9/15/2025
EMPLOYED,25-34,Masters,Healthcare,Bangalore,moderate,,119000.0,9/16/2025
employed,18-24,high school,Healthcare,Urban,Low,,8100.0,9/17/2025
,18 to 24,Ph.D,Health,Mumbai,Medium,5.0,112300.0,9/18/2025
employed,18 to 24,High School,Retail,rural,,14.0,33700.0,9/19/2025
,,Ph.D,Education,,low,,67300.0,9/20/2025
unemployed,55+,Masters,Retail,,Medium,11.0,107800.0,9/21/2025
unemployed,25-34,Bachelors,Education,rural,low,25.0,137200.0,9/22/2025
Unemployed,25_34,, Fintech,Bangalore,Medium,10.0,148600.0,9/23/2025
employed,,Diploma,Healthcare,suburban,,25.0,88500.0,9/24/2025
employed,18 to 24,Ph.D,Finance,Mumbai,Medium,0.0,133700.0,9/25/2025
unemployed,55+,Ph.D,Education,rural,Medium,,112100.0,9/26/2025
unemployed,45-54,Diploma, Fintech,suburban,High,,115500.0,9/27/2025
employed,18 to 24,PhD,Technology,Urban,low,30.0,122500.0,9/28/2025
UNEMPLOYED,18-24,High School,Education,suburban,HIGH,,,9/29/2025
UNEMPLOYED,18-24,Master,Retail,Urban,High,7.0,,9/30/2025
employed,18 to 24,high school,Finance,Bangalore,,,137700.0,10/1/2025
Employed,,,Education,Urban,Low,,23600.0,10/2/2025
unemployed,18 to 24,high school,Retail,Urban,High,,114600.0,10/3/2025
UNEMPLOYED,25-34,Bachelor's,Healthcare,Hyderabad,Medium,,145500.0,10/4/2025
UNEMPLOYED,18 to 24,High School, Fintech,suburban,Low,,65700.0,10/5/2025
Employed,25-34,Master,Education,Delhi,Medium,,,10/6/2025
EMPLOYED,18-24,Bachelors,Retail,suburban,HIGH,,123700.0,10/7/2025
unemployed,45-54,High School,Retail,suburban,,25.0,140300.0,10/8/2025
Employed,18 to 24,,Healthcare,suburban,,,42400.0,10/9/2025
unemployed,25-34,,,rural,low,,,10/10/2025
employed,35 - 44,Ph.D,Technology,,Medium,,141100.0,10/11/2025
employed,25-34,Diploma,Education,Bangalore,,17.0,43000.0,10/12/2025
UNEMPLOYED,18-24,Bachelor's,,Bangalore,High,,,10/13/2025
Unemployed,18 to 24,Masters, Fintech,rural,High,,44500.0,10/14/2025
UNEMPLOYED,25_34,PhD,Health,urban,High,,107300.0,10/15/2025
unemployed,25_34,Diploma, Fintech,urban,Low,,110800.0,10/16/2025
,25-34,Master,Finance,Mumbai,moderate,,70000.0,10/17/2025
Employed,25_34,Bachelors,Health,Delhi,moderate,,132300.0,10/18/2025
,55+,Masters,Education,rural,High,15.0,109400.0,10/19/2025
Employed,25-34,High School,Finance,Delhi,moderate,16.0,122400.0,10/20/2025
,45-54,,,Hyderabad,Low,,90400.0,10/21/2025
,25_34,Bachelors,,Mumbai,High,22.0,142400.0,10/22/2025
unemployed,,Bachelor's,Healthcare,Delhi,low,24.0,148100.0,10/23/2025
unemployed,35 - 44,Ph.D,,rural,High,26.0,12500.0,10/24/2025
UNEMPLOYED,25-34,Master,Healthcare,Delhi,moderate,8.0,16300.0,10/25/2025
Unemployed,45-54,Masters,Healthcare,suburban,low,,,10/26/2025
employed,55+,Bachelor's,Retail,Mumbai,High,,46400.0,10/27/2025
UNEMPLOYED,55+,Diploma,Health,suburban,High,24.0,59800.0,10/28/2025
unemployed,45-54,Ph.D,Finance,rural,,,,10/29/2025
UNEMPLOYED,45-54,Diploma,Retail,Delhi,low,,58600.0,10/30/2025
Unemployed,35 - 44,Bachelors,Finance,Bangalore,,,142000.0,10/31/2025
unemployed,45-54,PhD,Technology,,HIGH,,58300.0,11/1/2025
employed,55+,PhD,Retail,urban,moderate,,126700.0,11/2/2025
,35 - 44,Ph.D,,Bangalore,,1.0,85500.0,11/3/2025
Unemployed,45-54,Masters,Healthcare,Hyderabad,low,23.0,116900.0,11/4/2025
,25_34,high school,,urban,Medium,28.0,115300.0,11/5/2025
employed,45-54,High School,Health,suburban,moderate,,10300.0,11/6/2025
Employed,18 to 24,high school,Retail,Bangalore,,,55500.0,11/7/2025
,55+,Bachelor's,Retail,Bangalore,low,26.0,105500.0,11/8/2025
Employed,35 - 44,PhD,,urban,HIGH,19.0,,11/9/2025
unemployed,45-54,,Retail,,Low,,,11/10/2025
,25_34,high school,Healthcare,suburban,HIGH,13.0,120700.0,11/11/2025
,18-24,Diploma,Retail,Bangalore,moderate,2.0,28100.0,11/12/2025
Employed,,Masters,Technology,Urban,HIGH,8.0,105800.0,11/13/2025
Unemployed,45-54,high school,Health,Urban,low,6.0,63900.0,11/14/2025
Employed,25_34,Masters,Retail,urban,Low,3.0,,11/15/2025
,25_34,,Technology,Delhi,moderate,20.0,37300.0,11/16/2025
UNEMPLOYED,55+,Master,Health,Mumbai,low,25.0,,11/17/2025
UNEMPLOYED,25_34,Bachelor's,Technology,Hyderabad,HIGH,4.0,103700.0,11/18/2025
employed,18-24,PhD,Retail,Bangalore,HIGH,,89400.0,11/19/2025
unemployed,55+,Master,Healthcare,urban,Low,21.0,102000.0,11/20/2025
Unemployed,,High School,Retail,urban,Medium,3.0,5500.0,11/21/2025
Employed,35 - 44,Diploma,Technology,rural,Low,,28100.0,11/22/2025
unemployed,35 - 44,Master,Retail,,HIGH,,132100.0,11/23/2025
unemployed,45-54,Bachelor's, Fintech,Urban,,,58300.0,11/24/2025
Employed,,Masters,Healthcare,Urban,High,,88600.0,11/25/2025
Unemployed,18-24,Master,Retail,Urban,moderate,5.0,,11/26/2025
unemployed,18 to 24,Master,Healthcare,Urban,Medium,,61700.0,11/27/2025
Employed,25_34,,Retail,Bangalore,low,26.0,91000.0,11/28/2025
UNEMPLOYED,18 to 24,Master,Tech ,Urban,,,133500.0,11/29/2025
EMPLOYED,55+,Diploma,Healthcare,suburban,HIGH,,137300.0,11/30/2025
,35 - 44,PhD,Retail,rural,Low,,31300.0,12/1/2025
Employed,18 to 24,,Health,urban,High,,5100.0,12/2/2025
unemployed,35 - 44,Diploma,Retail,Hyderabad,HIGH,29.0,121700.0,12/3/2025
Employed,18 to 24,Bachelors,Education,Mumbai,low,,53800.0,12/4/2025
Unemployed,18-24,Bachelors, Fintech,suburban,HIGH,16.0,17700.0,12/5/2025
Employed,25-34,high school,Technology,urban,moderate,29.0,,12/6/2025
,18-24,,,Mumbai,Medium,,7800.0,12/7/2025
,35 - 44,High School,Healthcare,rural,Low,,125500.0,12/8/2025
,25_34,Master,Retail,Mumbai,moderate,19.0,29900.0,12/9/2025
employed,18-24,Diploma,Finance,urban,HIGH,,,12/10/2025
,45-54,Diploma,Retail,suburban,Medium,,,12/11/2025
,55+,Bachelor's,Healthcare,Bangalore,HIGH,,62500.0,12/12/2025
UNEMPLOYED,45-54,Masters,Finance,rural,Low,,109900.0,12/13/2025
employed,18 to 24,Master, Fintech,Bangalore,low,29.0,37800.0,12/14/2025
Unemployed,18-24,Masters,Retail,Urban,High,3.0,53400.0,12/15/2025
UNEMPLOYED,25-34,high school,Retail,Urban,Medium,25.0,100600.0,12/16/2025
,45-54,Bachelors,Tech ,Hyderabad,Medium,,94600.0,12/17/2025
,18 to 24,PhD,,rural,low,,32500.0,12/18/2025
unemployed,25_34,Ph.D,Technology,,HIGH,11.0,,12/19/2025
